"Student_ID","Study_Hours_Per_Day","Extracurricular_Hours_Per_Day","Sleep_Hours_Per_Day","Social_Hours_Per_Day","Physical_Activity_Hours_Per_Day","GPA","Stress_Level","college"
1560,8.4,1.2,7.9,0.4,6.1,3.06,"High","Humanities"
1561,6,1.6,9.7,2.3,4.4,2.66,"Moderate","Education"
1562,5.6,0.2,6.5,0.9,10.8,3,"Low","Communication"
1563,5.9,3,5.1,3.3,6.7,2.91,"High","Education"
1564,7.8,1.3,6.5,4.4,4,2.69,"Moderate","Humanities"
1565,9.4,0.8,5.5,5.4,2.9,3.55,"High","Humanities"
1566,6.8,0.5,7.9,3.2,5.6,2.61,"Moderate","Medicine"
1567,6,1.8,9,3.5,3.7,2.92,"Moderate","Arts & Sciences"
1568,8.5,3.2,8.1,0.6,3.6,3.09,"High","Communication"
1569,8.6,2.7,5.1,2.5,5.1,3.54,"High","Education"
1570,6.1,2.4,9.6,4.7,1.2,2.67,"Moderate","Education"
1571,9.6,3.9,5.1,3.4,2,3.65,"High","Education"
1572,6.3,3.9,8.1,4.5,1.2,2.89,"Moderate","Medicine"
1573,5.4,0.7,8.8,0.1,9,2.57,"Low","Communication"
1574,8.1,2.8,6.7,0.6,5.8,3.5,"High","Humanities"
1575,5.3,2.4,7.6,4.5,4.2,2.25,"Low","Medicine"
1576,7,0.1,6.7,5.9,4.3,3.12,"Moderate","Medicine"
1577,9.4,1.3,7.9,4.6,0.8,3.34,"High","Medicine"
1578,5.4,2,9.8,4.2,2.6,2.8,"Low","Medicine"
1579,5.4,0.8,8.9,5,3.9,3.12,"Low","Medicine"
1580,5.1,3.3,8.9,1.6,5.1,3.02,"Low","Humanities"
1581,8.5,0.9,5.2,1.2,8.2,3.17,"High","Communication"
1582,7.1,2,7.4,1.6,5.9,2.86,"Moderate","Education"
1583,5.1,2.4,7,1.8,7.7,2.84,"Low","Medicine"
1584,9.3,2,5.7,4.2,2.8,3.51,"High","Arts & Sciences"
1585,6,1.8,5.3,5,5.9,2.88,"High","Humanities"
1586,8.7,2.5,9,1.6,2.2,3.53,"High","Education"
1587,8.9,1.8,9.7,1.8,1.8,3.63,"High","Education"
1588,9.1,2.2,5.9,2.8,4,3.33,"High","Humanities"
1589,9.8,3,9.1,0.1,2,3.9,"High","Arts & Sciences"
1590,9.2,0.2,9.3,2.9,2.4,3.29,"High","Communication"
1591,6,1.3,6.4,3.2,7.1,2.84,"Moderate","Arts & Sciences"
1592,6.2,1.8,7.6,4.6,3.8,2.98,"Moderate","Arts & Sciences"
1593,7.2,3.2,8.1,0.6,4.9,3.04,"Moderate","Humanities"
1594,7,3,7.9,2.3,3.8,2.81,"Moderate","Education"
1595,5.9,0.9,7.9,2.5,6.8,2.63,"Low","Medicine"
1596,8.3,3.4,6.3,2.9,3.1,3.26,"High","Communication"
1597,9.9,1.3,8,0.4,4.4,3.33,"High","Medicine"
1598,9.8,2.9,8.9,1.7,0.7,3.51,"High","Humanities"
1599,7.9,1.8,9.3,4.8,0.2,3.34,"Moderate","Arts & Sciences"
1600,7.9,2.2,7.3,1.3,5.3,3.18,"Moderate","Humanities"
1601,5,1,7.5,2.3,8.2,2.82,"Low","Arts & Sciences"
1602,6.8,1.8,5.7,0.3,9.4,3.01,"High","Arts & Sciences"
1603,8.9,2.3,8.8,0.6,3.4,3.02,"High","Humanities"
1604,6.1,0,5.7,1.9,10.3,3.01,"High","Arts & Sciences"
1605,5.6,3.9,6.5,0.8,7.2,2.92,"Low","Education"
1606,5.3,3.4,9.8,1.4,4.1,2.53,"Low","Arts & Sciences"
1607,7.3,0.1,8.2,2.5,5.9,2.92,"Moderate","Humanities"
1608,8.3,1.7,5.9,4.1,4,3.11,"High","Medicine"
1609,7.8,3.4,5.6,4.7,2.5,3.02,"High","Arts & Sciences"
1610,8.5,1.8,9.7,0.6,3.4,3.34,"High","Arts & Sciences"
1611,8.2,1.5,9.8,1.5,3,3.4,"High","Humanities"
1612,10,1,7.2,3,2.8,3.37,"High","Humanities"
1613,6.5,0.1,6.1,1.7,9.6,2.72,"Moderate","Education"
1614,9.4,2.8,5.4,3.9,2.5,3.37,"High","Medicine"
1615,8.3,3.8,5,1.5,5.4,3.43,"High","Education"
1616,5.5,2.1,6.2,1.1,9.1,2.98,"Low","Communication"
1617,9.1,0.5,7.3,5.6,1.5,3.37,"High","Education"
1618,5.9,1.3,7.1,1.9,7.8,2.91,"Low","Communication"
1619,6.4,3.9,5.8,4.4,3.5,2.91,"High","Arts & Sciences"
1620,5.9,2.6,8.6,4.1,2.8,2.98,"Low","Arts & Sciences"
1621,6.6,1,9.8,5.5,1.1,3.23,"Moderate","Arts & Sciences"
1622,7.3,1.7,5.8,2.6,6.6,3.07,"High","Education"
1623,7.7,0.1,7.2,4.7,4.3,3.37,"Moderate","Education"
1624,9.5,0.1,7.8,4.7,1.9,3.71,"High","Medicine"
1625,7.7,1.3,5.7,5.3,4,3.36,"High","Medicine"
1626,7.9,2.7,9,2.9,1.5,3.17,"Moderate","Medicine"
1627,7,2.1,9,2.2,3.7,2.89,"Moderate","Education"
1628,9.6,0.4,8.2,2.4,3.4,3.4,"High","Arts & Sciences"
1629,7,2.7,5.3,3.6,5.4,3.17,"High","Arts & Sciences"
1630,5.9,3.6,8.3,5.3,0.9,2.99,"Low","Humanities"
1631,7.4,2.2,9.6,4.3,0.5,2.77,"Moderate","Arts & Sciences"
1632,7,1.6,6.4,1.6,7.4,2.97,"Moderate","Communication"
1633,9.3,0.3,8.4,1,5,3.29,"High","Medicine"
1634,6.3,3.1,9.4,1.2,4,2.91,"Moderate","Communication"
1635,7.3,1.9,9.4,4.1,1.3,3.51,"Moderate","Humanities"
1636,9.2,0,7,5.4,2.4,3.41,"High","Arts & Sciences"
1637,8.7,2.2,7.6,1.9,3.6,3.73,"High","Education"
1638,7.1,2.9,9.3,0.7,4,3.12,"Moderate","Humanities"
1639,7.3,1.6,8.4,1.5,5.2,3.27,"Moderate","Medicine"
1640,7.1,3.6,10,0.4,2.9,3.13,"Moderate","Arts & Sciences"
1641,6.2,3.8,9.8,0.4,3.8,3.17,"Moderate","Medicine"
1642,5.1,2.4,6.4,5.2,4.9,2.77,"Low","Medicine"
1643,6.4,2.7,8.4,1.3,5.2,2.94,"Moderate","Education"
1644,6.4,3.2,9,2.5,2.9,2.87,"Moderate","Education"
1645,8,2.4,9.1,1.9,2.6,3.01,"Moderate","Medicine"
1646,7.7,1.8,7.2,0.5,6.8,2.97,"Moderate","Arts & Sciences"
1647,8.6,0.9,6,2.5,6,3.38,"High","Humanities"
1648,6.9,1.8,7.7,1.2,6.4,2.75,"Moderate","Communication"
1649,5.8,3.5,7.2,2.5,5,2.87,"Low","Humanities"
1650,7.8,2.2,8.5,1,4.5,3.06,"Moderate","Communication"
1651,6.3,3.2,9.7,0.7,4.1,2.65,"Moderate","Medicine"
1652,5.3,1.3,5.7,4.3,7.4,2.79,"High","Medicine"
1653,7.7,0.6,5,4.8,5.9,3.23,"High","Medicine"
1654,6.7,2.3,6.6,0.5,7.9,2.77,"Moderate","Medicine"
1655,6.1,0.8,7.1,3.9,6.1,3.4,"Moderate","Communication"
1656,9.8,2.4,7.4,2.5,1.9,3.56,"High","Communication"
1657,9.6,3.3,6.6,1.1,3.4,3.45,"High","Arts & Sciences"
1658,8.7,2,5.3,4.3,3.7,2.96,"High","Education"
1659,9,1.2,8.3,2.3,3.2,3.74,"High","Humanities"
1660,9.4,2,6.6,4.5,1.5,3.46,"High","Communication"
1661,6.1,1.6,9.3,4.3,2.7,2.65,"Moderate","Humanities"
1662,6.8,1.1,5.9,4.5,5.7,2.93,"High","Arts & Sciences"
1663,6.3,1.8,6.9,5.9,3.1,2.8,"Moderate","Humanities"
1664,5.4,2.4,8,2.5,5.7,2.77,"Low","Humanities"
1665,7.2,0.2,7.6,3,6,2.83,"Moderate","Arts & Sciences"
1666,6.3,0.7,9.8,5.1,2.1,3.03,"Moderate","Medicine"
1667,6.2,1.3,6,3,7.5,3.12,"Moderate","Communication"
1668,5.8,3.2,9,0.8,5.2,2.88,"Low","Communication"
1669,7,0.7,6.3,1.6,8.4,2.63,"Moderate","Arts & Sciences"
1670,9.7,0.5,9.9,0.9,3,3.72,"High","Communication"
1671,8.9,1.4,5.7,5.1,2.9,3.55,"High","Communication"
1672,7.8,1.9,7.5,4.4,2.4,2.91,"Moderate","Arts & Sciences"
1673,5.4,2.7,9.5,0.3,6.1,2.9,"Low","Education"
1674,7.2,1.6,5.7,3,6.5,2.94,"High","Education"
1675,5.6,1.9,8.8,1.5,6.2,2.89,"Low","Medicine"
1676,8.4,3.4,7.1,3.9,1.2,3.26,"High","Education"
1677,5.2,0.5,6,2.4,9.9,2.69,"Low","Humanities"
1678,8.3,2.8,7.9,1.8,3.2,3.44,"High","Arts & Sciences"
1679,7.9,1.4,5.4,6,3.3,3.11,"High","Medicine"
1680,8.3,1.3,7,1.6,5.8,3.39,"High","Arts & Sciences"
1681,6.7,1.6,8.6,3.1,4,3.54,"Moderate","Communication"
1682,9.6,0.2,7.9,5.1,1.2,3.46,"High","Communication"
1683,6.2,3.5,5.1,4.4,4.8,2.97,"High","Communication"
1684,7.2,0.2,9.6,2.8,4.2,3.19,"Moderate","Arts & Sciences"
1685,5.1,2.8,7.4,0.7,8,3.15,"Low","Humanities"
1686,7.5,3.3,9.3,2.4,1.5,3.36,"Moderate","Humanities"
1687,5.1,2.8,7.1,3.4,5.6,2.5,"Low","Humanities"
1688,9.6,0.5,8.4,0,5.5,3.7,"High","Education"
1689,9.6,0.5,5.5,2,6.4,3.19,"High","Medicine"
1690,7.9,1.8,5.2,1.9,7.2,3.07,"High","Arts & Sciences"
1691,9.1,2.8,8.6,2.4,1.1,3.24,"High","Medicine"
1692,6.4,3.3,9.9,2.2,2.2,2.9,"Moderate","Communication"
1693,5,0.6,6.6,3.5,8.3,2.89,"Low","Education"
1694,8.9,3,8,2.6,1.5,3.29,"High","Medicine"
1695,8.2,2.5,7.8,5.4,0.1,3.4,"High","Arts & Sciences"
1696,9.4,0.9,5.4,2.9,5.4,3.56,"High","Medicine"
1697,7.6,3.3,7.2,3.4,2.5,3.03,"Moderate","Medicine"
1698,8.1,3.3,5.8,3.6,3.2,3.22,"High","Humanities"
1699,8,0.7,5.6,5.9,3.8,2.93,"High","Medicine"
1700,5.9,2.7,8,3.9,3.5,2.78,"Low","Humanities"
1701,5.4,3.6,6.9,1.9,6.2,2.35,"Low","Humanities"
1702,9.3,3.7,6.5,3.9,0.6,3.24,"High","Medicine"
1703,8.9,3.7,6.2,3,2.2,3.49,"High","Education"
1704,5,2.3,6.7,1.9,8.1,2.64,"Low","Humanities"
1705,8.2,3.4,8,3.8,0.6,3.26,"High","Medicine"
1706,7.3,0,7.8,4,4.9,2.75,"Moderate","Humanities"
1707,8,2.9,7.9,0.3,4.9,3.25,"Moderate","Education"
1708,6.4,0.3,7.1,3.3,6.9,2.77,"Moderate","Medicine"
1709,6.6,2.9,8.2,2,4.3,3.14,"Moderate","Education"
1710,8.2,2.2,5.1,4.2,4.3,3.48,"High","Communication"
1711,6.9,3.8,9.1,2.5,1.7,2.88,"Moderate","Medicine"
1712,6.7,1.9,6.5,3.1,5.8,2.87,"Moderate","Medicine"
1713,5.8,3.9,5.5,5.6,3.2,2.88,"High","Arts & Sciences"
1714,8.6,1.7,8.2,1.9,3.6,3.46,"High","Medicine"
1715,6.5,2.3,7.5,3.5,4.2,2.8,"Moderate","Medicine"
1716,5.4,0.2,6.3,0.4,11.7,2.53,"Low","Education"
1717,5.5,3.3,5.2,4,6,2.95,"High","Medicine"
1718,7.4,1.2,7.6,2.3,5.5,3.03,"Moderate","Education"
1719,7.8,0.5,10,2.4,3.3,3.43,"Moderate","Humanities"
1720,6.8,3.3,7.3,4.3,2.3,2.83,"Moderate","Communication"
1721,5.5,3.4,8.7,1.3,5.1,2.74,"Low","Communication"
1722,9.9,1,7.3,0.2,5.6,3.32,"High","Medicine"
1723,7,2.3,9.8,2.5,2.4,3.09,"Moderate","Arts & Sciences"
1724,5.2,1.3,7.9,5.7,3.9,3.04,"Low","Education"
1725,9.3,0.9,6.1,1.2,6.5,3.29,"High","Education"
1726,7.5,1.9,6.3,3,5.3,3.4,"Moderate","Arts & Sciences"
1727,5.2,0.5,9.4,4.5,4.4,2.9,"Low","Education"
1728,6.8,3,8.9,4,1.3,2.49,"Moderate","Communication"
1729,8.6,0.8,6.7,2.8,5.1,3.52,"High","Education"
1730,6.6,0.6,7,5.9,3.9,2.83,"Moderate","Education"
1731,6.1,2.4,7.2,0.4,7.9,3.29,"Moderate","Education"
1732,7.6,3.5,6.4,0.5,6,3.12,"Moderate","Arts & Sciences"
1733,9.7,1.5,7.9,3.9,1,3.69,"High","Humanities"
1734,5.7,1.2,5.7,4.9,6.5,2.66,"High","Humanities"
1735,6.1,2.9,9.7,2.8,2.5,2.5,"Moderate","Communication"
1736,6.6,1.9,8,5.9,1.6,3.41,"Moderate","Humanities"
1737,9.7,3.4,9.4,0.7,0.8,3.6,"High","Arts & Sciences"
1738,7,3.8,7.1,3.6,2.5,3.11,"Moderate","Medicine"
1739,8.5,3.8,6.2,4.1,1.4,2.93,"High","Communication"
1740,8.9,2.2,8.3,1.5,3.1,3.37,"High","Arts & Sciences"
1741,7.4,2.5,7,1.2,5.9,3.11,"Moderate","Medicine"
1742,8.7,1.6,6.8,2.4,4.5,3.42,"High","Medicine"
1743,7,2.2,7.7,3,4.1,3.05,"Moderate","Medicine"
1744,5.8,0.5,9.7,3.6,4.4,2.65,"Low","Humanities"
1745,8.3,1.6,9.5,2.9,1.7,3.12,"High","Humanities"
1746,9.8,3.3,9.3,0.3,1.3,3.73,"High","Humanities"
1747,6.4,1.1,6.4,5.1,5,2.79,"Moderate","Humanities"
1748,6.2,3.2,7.8,0,6.8,2.8,"Moderate","Humanities"
1749,7.1,1.6,5.6,4.1,5.6,3.28,"High","Education"
1750,8.6,0,9.8,4.6,1,3.48,"High","Arts & Sciences"
1751,9.5,0.1,9.7,3.8,0.9,3.57,"High","Education"
1752,9.7,1.8,8,2.1,2.4,3.82,"High","Education"
1753,9.7,0.3,7.5,4.1,2.4,3.53,"High","Education"
1754,9.5,3.8,5.3,2.2,3.2,3.7,"High","Medicine"
1755,5.1,1.3,7.7,5.5,4.4,2.8,"Low","Communication"
1756,7.7,1.1,9.5,5.3,0.4,2.99,"Moderate","Medicine"
1757,7,3.6,6.9,4.4,2.1,2.84,"Moderate","Arts & Sciences"
1758,9.6,1.8,8.7,1.4,2.5,3.43,"High","Humanities"
1759,5.1,0.4,7.5,4.1,6.9,3.01,"Low","Arts & Sciences"
1760,8.5,2.8,7.5,4.8,0.4,3.06,"High","Education"
1761,7.4,1.8,6,1.8,7,3.13,"Moderate","Communication"
1762,6.2,1.2,8.9,2,5.7,2.85,"Moderate","Humanities"
1763,6.2,0.7,8.9,0.8,7.4,3.02,"Moderate","Communication"
1764,8.4,2.5,9.1,0.2,3.8,2.65,"High","Medicine"
1765,6.5,1.1,5.7,1.7,9,3.02,"High","Communication"
1766,8.3,1.5,8.6,1.9,3.7,2.86,"High","Medicine"
1767,6.5,2.2,5.1,0.5,9.7,3.1,"High","Arts & Sciences"
1768,8.6,0.4,9.2,4.2,1.6,3.27,"High","Communication"
1769,8.1,3.3,7,1.2,4.4,3.8,"High","Humanities"
1770,7.7,2.3,9.7,3.9,0.4,3.3,"Moderate","Education"
1771,9.4,3.2,9.7,0.2,1.5,3.4,"High","Humanities"
1772,9.2,2,8.7,0.6,3.5,3.03,"High","Communication"
1773,6.3,2.9,5.8,2.1,6.9,2.78,"High","Medicine"
1774,8.5,1.5,7.8,0.6,5.6,3.02,"High","Medicine"
1775,9,1.5,8.2,3.8,1.5,3.41,"High","Medicine"
1776,8.1,1.7,5.9,5.7,2.6,3.17,"High","Medicine"
1777,8.8,0.8,6.7,4.9,2.8,3.53,"High","Communication"
1778,7.2,2.9,6.9,1.3,5.7,3.23,"Moderate","Education"
1779,8.2,3.9,6.6,2.4,2.9,3.32,"High","Communication"
1780,9.2,3,5.3,6,0.5,3.77,"High","Communication"
1781,8.8,3.5,8.3,2.9,0.5,3.26,"High","Humanities"
1782,9.4,0.8,5.4,4.7,3.7,3.25,"High","Education"
1783,9.2,0.7,9.3,3.3,1.5,3.64,"High","Communication"
1784,7.1,0.8,6.4,3,6.7,3.08,"Moderate","Medicine"
1785,7.7,3.2,9,2.4,1.7,3.03,"Moderate","Arts & Sciences"
1786,5.3,3.5,5.4,1.5,8.3,2.91,"High","Humanities"
1787,8.5,1.6,9.4,1.3,3.2,2.9,"High","Communication"
1788,7.7,3.5,9.6,0.9,2.3,3.39,"Moderate","Arts & Sciences"
1789,7.3,2.2,9.7,4.8,0,3.25,"Moderate","Medicine"
1790,6.9,0,5,2.8,9.3,2.85,"High","Humanities"
1791,7.4,0.1,8.4,1.8,6.3,2.75,"Moderate","Humanities"
1792,5.8,1.6,6.2,3.2,7.2,2.98,"Low","Humanities"
1793,6,2,5.8,4,6.2,2.81,"High","Humanities"
1794,7.3,0.3,8,1.6,6.8,3.15,"Moderate","Humanities"
1795,7.6,2.1,9.6,2.6,2.1,2.78,"Moderate","Humanities"
1796,9.7,3.1,6.4,4.1,0.7,3.76,"High","Medicine"
1797,7.2,3.3,9.1,0.8,3.6,2.87,"Moderate","Humanities"
1798,6.5,1.2,8.6,1.4,6.3,3.18,"Moderate","Arts & Sciences"
1799,5,2.9,5.9,0.6,9.6,2.63,"High","Humanities"
1800,7.4,0.2,9.9,4.3,2.2,2.84,"Moderate","Communication"
1801,6.6,1.3,7.2,3.8,5.1,2.93,"Moderate","Education"
1802,9.3,1,6.9,5.2,1.6,3.32,"High","Medicine"
1803,8.3,1.4,8.4,0.1,5.8,3.23,"High","Humanities"
1804,9.1,3.8,9.6,1.4,0.1,3.71,"High","Communication"
1805,7.6,1.4,7.3,4.1,3.6,3.09,"Moderate","Education"
1806,9.6,3.3,9.9,1.1,0.1,3.5,"High","Education"
1807,6.4,0.4,5.6,1.7,9.9,3.21,"High","Humanities"
1808,9.5,2.5,5,1.1,5.9,3.52,"High","Communication"
1809,5.5,1.5,7.5,0.3,9.2,2.61,"Low","Humanities"
1810,8.2,1.9,7.5,2.6,3.8,3.13,"High","Humanities"
1811,9.8,0.9,7.6,4.2,1.5,3.62,"High","Communication"
1812,6.9,1.9,5.4,3.7,6.1,3.05,"High","Arts & Sciences"
1813,6.4,0.6,7.7,3.2,6.1,3,"Moderate","Communication"
1814,8.1,0.8,7.3,4.3,3.5,3.12,"High","Humanities"
1815,7.6,1.6,6.6,3.7,4.5,3.18,"Moderate","Medicine"
1816,5.4,1.8,9.5,0.6,6.7,2.9,"Low","Medicine"
1817,9.9,3.8,5.4,4.6,0.3,3.69,"High","Arts & Sciences"
1818,7.1,1.8,8.2,4.6,2.3,2.98,"Moderate","Education"
1819,5.2,2.4,5.9,2.1,8.4,2.69,"High","Medicine"
1820,6.7,0.4,5.7,0.2,11,2.58,"High","Humanities"
1821,7.4,3.8,5.6,5.7,1.5,3.27,"High","Education"
1822,8.2,3.3,5.5,3,4,3.5,"High","Arts & Sciences"
1823,8.5,2.3,9.2,0.3,3.7,3.34,"High","Communication"
1824,6.9,1.4,8.1,5.3,2.3,3.42,"Moderate","Education"
1825,7.5,3.3,7,0.6,5.6,2.82,"Moderate","Humanities"
1826,8.6,3,5.3,1.3,5.8,3.06,"High","Communication"
1827,6.4,2.2,5.7,0.8,8.9,2.89,"High","Communication"
1828,6.8,3.2,7.6,0.8,5.6,2.78,"Moderate","Humanities"
1829,8.7,1.6,6.3,2.3,5.1,2.87,"High","Medicine"
1830,6.2,1.6,5.1,4.6,6.5,2.92,"High","Humanities"
1831,5.9,0.2,8.3,4.6,5,2.88,"Low","Humanities"
1832,6,2.9,8.5,1.5,5.1,3.17,"Moderate","Medicine"
1833,9.5,0.4,9.9,3.6,0.6,3.5,"High","Communication"
1834,8.6,0.8,7.2,0.4,7,3.32,"High","Humanities"
1835,6.9,3,6.9,2,5.2,3.23,"Moderate","Communication"
1836,5.2,1.5,5.8,4.2,7.3,2.83,"High","Arts & Sciences"
1837,5.5,2.7,6.4,1.2,8.2,2.75,"Low","Arts & Sciences"
1838,7.4,2,6.6,0.8,7.2,3.1,"Moderate","Medicine"
1839,6.9,2.7,8.9,2.9,2.6,2.77,"Moderate","Humanities"
1840,6.4,0.6,6.2,1.3,9.5,3.04,"Moderate","Education"
1841,7.6,2.3,9.7,0.9,3.5,3.36,"Moderate","Medicine"
1842,7.8,1,6.3,0.2,8.7,3.27,"Moderate","Humanities"
1843,6.5,3,5.2,1.3,8,3.17,"High","Arts & Sciences"
1844,7.3,2.8,6.9,1,6,3.24,"Moderate","Humanities"
1845,7,2.3,9.7,0.3,4.7,2.64,"Moderate","Medicine"
1846,7.5,0.1,6.6,4.9,4.9,3.14,"Moderate","Humanities"
1847,7.8,1.8,6.4,1.8,6.2,3.39,"Moderate","Communication"
1848,9.8,1.8,7,4.6,0.8,3.39,"High","Education"
1849,7.1,2.2,6.2,4.5,4,3.34,"Moderate","Education"
1850,8.9,0.9,8.6,4.5,1.1,3.36,"High","Humanities"
1851,6.7,0.7,5,2.7,8.9,3.15,"High","Education"
1852,5.9,3.4,6.3,1.4,7,2.48,"Low","Medicine"
1853,7.4,2,6.1,1.6,6.9,3.22,"Moderate","Arts & Sciences"
1854,8.9,1.8,8.6,3.5,1.2,3.17,"High","Education"
1855,5.7,3.9,9.1,1.1,4.2,2.81,"Low","Arts & Sciences"
1856,5.7,3,7.3,4.7,3.3,2.82,"Low","Arts & Sciences"
1857,8.7,2.4,8.4,0.1,4.4,3.51,"High","Education"
1858,5,0.1,9.3,4.1,5.5,2.47,"Low","Medicine"
1859,6.3,2.8,9,1.8,4.1,2.79,"Moderate","Arts & Sciences"
1860,7.5,3.1,6.1,1.6,5.7,3.07,"Moderate","Arts & Sciences"
1861,6.2,4,6,3.5,4.3,2.88,"Moderate","Humanities"
1862,8.2,3,9.9,0.5,2.4,3.3,"High","Communication"
1863,8.8,1.4,5.9,2.5,5.4,3.29,"High","Medicine"
1864,7.7,4,7,3.3,2,3.44,"Moderate","Arts & Sciences"
1865,6.8,1.6,8.5,5.6,1.5,3.33,"Moderate","Education"
1866,5.4,0.8,7.5,0.1,10.2,2.86,"Low","Medicine"
1867,6.3,2.1,5.1,1.6,8.9,3.49,"High","Humanities"
1868,9.6,2.6,7.1,4.4,0.3,3.54,"High","Education"
1869,8.9,0.8,5.7,4.1,4.5,3.62,"High","Medicine"
1870,8.7,2.5,9.9,1.5,1.4,3.36,"High","Arts & Sciences"
1871,5.6,3.3,6.3,4.7,4.1,2.85,"Low","Humanities"
1872,8,1.8,6.8,2.1,5.3,3.23,"Moderate","Education"
1873,8.2,3,8.4,0.9,3.5,3.52,"High","Arts & Sciences"
1874,7.4,2.1,8.9,3.7,1.9,3.1,"Moderate","Education"
1875,7,3.6,5.8,6,1.6,2.99,"High","Arts & Sciences"
1876,8.6,3.2,9.3,2.9,0,3.38,"High","Communication"
1877,6.5,2.8,5.6,2.4,6.7,2.9,"High","Humanities"
1878,8,2,8.2,5.6,0.2,3.4,"Moderate","Education"
1879,5.3,2.3,9.3,2.9,4.2,2.82,"Low","Humanities"
1880,6.7,0.6,9.2,3.1,4.4,2.85,"Moderate","Education"
1881,9.7,3.2,8.5,0,2.6,3.19,"High","Humanities"
1882,9.6,0.7,6.4,3.1,4.2,3.38,"High","Education"
1883,6.3,0.8,8,0.5,8.4,2.91,"Moderate","Communication"
1884,8.6,2.2,7.1,3.4,2.7,3.18,"High","Education"
1885,6.8,3.7,5.3,4,4.2,3.04,"High","Arts & Sciences"
1886,5.9,1.2,8.6,0.5,7.8,2.92,"Low","Humanities"
1887,9.1,2.9,8.6,0.3,3.1,3.56,"High","Medicine"
1888,9.2,0.2,5.1,2.2,7.3,3.61,"High","Education"
1889,5.7,2.2,9.6,2.3,4.2,2.98,"Low","Education"
1890,5.5,2.4,7.3,5.6,3.2,2.77,"Low","Communication"
1891,5.6,0.8,5.1,2.6,9.9,2.97,"High","Medicine"
1892,8,2.5,7.7,0.5,5.3,3.12,"Moderate","Education"
1893,7.2,4,9.2,3.2,0.4,2.95,"Moderate","Humanities"
1894,7.4,2.7,9.4,3.4,1.1,3.04,"Moderate","Communication"
1895,9.7,0.2,5.1,4,5,3.25,"High","Communication"
1896,6.7,1.1,7.6,2.6,6,2.83,"Moderate","Humanities"
1897,7.6,2.7,6.9,1.5,5.3,3.05,"Moderate","Education"
1898,8.7,3,8.3,0.9,3.1,3.1,"High","Medicine"
1899,7.9,2.3,7.4,3.3,3.1,3.75,"Moderate","Education"
1900,8.6,0.4,8.7,0.8,5.5,3.22,"High","Education"
1901,5.3,3.9,9.8,0.3,4.7,2.53,"Low","Humanities"
1902,7.4,3.3,9.8,2.2,1.3,3.06,"Moderate","Education"
1903,6.8,2.4,6.6,5.5,2.7,3.05,"Moderate","Humanities"
1904,6.6,1.2,5.2,4.9,6.1,3.2,"High","Humanities"
1905,7.3,1.3,7.4,4.9,3.1,2.83,"Moderate","Communication"
1906,6.9,1.3,5.9,3.6,6.3,2.94,"High","Humanities"
1907,7.4,3.5,5.2,3.9,4,3.26,"High","Medicine"
1908,9.4,2.9,9.6,0.7,1.4,3.57,"High","Medicine"
1909,7.5,0.1,5,1.4,10,3.07,"High","Education"
1910,5.9,0.1,9.5,0,8.5,2.79,"Low","Humanities"
1911,8.7,0.6,9.6,4.6,0.5,3.57,"High","Medicine"
1912,5,3.9,9.4,5.1,0.6,2.98,"Low","Education"
1913,8.3,1.4,9.5,1.4,3.4,3.06,"High","Communication"
1914,9.6,0.6,6.1,3.3,4.4,3.47,"High","Medicine"
1915,8.8,2.5,6.2,0,6.5,3.29,"High","Arts & Sciences"
1916,9.5,1.6,7.6,2.5,2.8,3.7,"High","Education"
1917,7.2,3.1,7.6,1.9,4.2,2.79,"Moderate","Communication"
1918,5.7,2.6,8.4,4.5,2.8,2.94,"Low","Humanities"
1919,7.5,3.6,9.7,2.6,0.6,2.84,"Moderate","Communication"
1920,9.9,1.1,6,2.7,4.3,3.68,"High","Education"
1921,5.3,3.9,7.9,3.3,3.6,2.79,"Low","Arts & Sciences"
1922,5.2,2.4,8.6,2.5,5.3,3.21,"Low","Communication"
1923,8.8,0.9,6.1,1,7.2,3.53,"High","Humanities"
1924,9.1,1.5,7.9,4,1.5,3.29,"High","Humanities"
1925,6.2,0.7,9.9,3.7,3.5,2.73,"Moderate","Medicine"
1926,6.3,2,6.6,1,8.1,3.09,"Moderate","Humanities"
1927,6.3,0.1,8.5,3,6.1,2.99,"Moderate","Medicine"
1928,5.5,3,5.1,1.5,8.9,2.66,"High","Medicine"
1929,9.5,2.9,5.4,4.9,1.3,3.67,"High","Arts & Sciences"
1930,8,2.7,10,0.8,2.5,3.2,"Moderate","Humanities"
1931,8.1,1.8,5.2,0.1,8.8,3.28,"High","Humanities"
1932,7.8,2.2,5.2,2.8,6,3,"High","Communication"
1933,9.6,1.6,8.1,3.7,1,3.46,"High","Communication"
1934,9.3,1.6,9.4,0.9,2.8,3.69,"High","Arts & Sciences"
1935,6.4,0.2,9,2.5,5.9,2.81,"Moderate","Humanities"
1936,9.5,3.3,7.8,2.1,1.3,3.28,"High","Education"
1937,7.4,1.6,9.6,0.7,4.7,2.75,"Moderate","Arts & Sciences"
1938,7.5,1.8,7.6,0.8,6.3,2.93,"Moderate","Medicine"
1939,7.6,1,5.9,0.4,9.1,3.06,"High","Humanities"
1940,8.1,2.9,8.4,2.2,2.4,3.52,"High","Humanities"
1941,6.9,1.5,8.2,3,4.4,2.99,"Moderate","Humanities"
